DNR Parameter,Parameter Type,Description,Result,Units,Present/Absent,Analysis Method,Start Date/Time,Analysis Date/Time,Result Depth,Header/Labslip Depth,Lab ID,Sample/Labslip ID,Collector (Labslip),Lab Method,Result Comments,Lab Comments,LOD,Lower Bound,LOQ,Upper Bound,ID No,ID Point No,Second ID No,Fieldwork Event Field No,Sample/Labslip Field No,Project #,Sample Description,Location Description,Monitoring Location Latitude,Monitoring Location Longitude,Monitoring Station Latitude,Monitoring Station Longitude,Received,Reported,Station ID,Station Name,WBIC,Official Waterbody Name,Station Type,Watershed,County,WMU,Lab Account Code
35,DNR_STORET,WIND VELOCITY (MILES PER HOUR),16,MPH,,,10/17/2018 12:39,10/17/2018 12:39,,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
10,DNR_STORET,TEMPERATURE FIELD,11.07,DEGREES C,,,10/17/2018 12:39,10/17/2018 12:39,0 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
300,DNR_STORET,DISSOLVED OXYGEN FIELD,8.76,MG/L,,,10/17/2018 12:39,10/17/2018 12:39,0 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
400,DNR_STORET,PH FIELD,8.13,SU,,,10/17/2018 12:39,10/17/2018 12:39,0 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
94,DNR_STORET,CONDUCTIVITY FIELD,308.5,UMHOS/CM,,,10/17/2018 12:39,10/17/2018 12:39,0 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
10,DNR_STORET,TEMPERATURE FIELD,11.07,DEGREES C,,,10/17/2018 12:39,10/17/2018 12:39,1 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
300,DNR_STORET,DISSOLVED OXYGEN FIELD,8.76,MG/L,,,10/17/2018 12:39,10/17/2018 12:39,1 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
400,DNR_STORET,PH FIELD,8.17,SU,,,10/17/2018 12:39,10/17/2018 12:39,1 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
94,DNR_STORET,CONDUCTIVITY FIELD,308.5,UMHOS/CM,,,10/17/2018 12:39,10/17/2018 12:39,1 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
10,DNR_STORET,TEMPERATURE FIELD,11.07,DEGREES C,,,10/17/2018 12:39,10/17/2018 12:39,2 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
300,DNR_STORET,DISSOLVED OXYGEN FIELD,8.78,MG/L,,,10/17/2018 12:39,10/17/2018 12:39,2 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
400,DNR_STORET,PH FIELD,8.19,SU,,,10/17/2018 12:39,10/17/2018 12:39,2 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
94,DNR_STORET,CONDUCTIVITY FIELD,308.4,UMHOS/CM,,,10/17/2018 12:39,10/17/2018 12:39,2 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
10,DNR_STORET,TEMPERATURE FIELD,11.07,DEGREES C,,,10/17/2018 12:39,10/17/2018 12:39,3 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
300,DNR_STORET,DISSOLVED OXYGEN FIELD,8.77,MG/L,,,10/17/2018 12:39,10/17/2018 12:39,3 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
400,DNR_STORET,PH FIELD,8.2,SU,,,10/17/2018 12:39,10/17/2018 12:39,3 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
94,DNR_STORET,CONDUCTIVITY FIELD,308.3,UMHOS/CM,,,10/17/2018 12:39,10/17/2018 12:39,3 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
10,DNR_STORET,TEMPERATURE FIELD,11.03,DEGREES C,,,10/17/2018 12:39,10/17/2018 12:39,4 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
300,DNR_STORET,DISSOLVED OXYGEN FIELD,8.82,MG/L,,,10/17/2018 12:39,10/17/2018 12:39,4 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
400,DNR_STORET,PH FIELD,8.21,SU,,,10/17/2018 12:39,10/17/2018 12:39,4 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
94,DNR_STORET,CONDUCTIVITY FIELD,308.4,UMHOS/CM,,,10/17/2018 12:39,10/17/2018 12:39,4 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
10,DNR_STORET,TEMPERATURE FIELD,11.03,DEGREES C,,,10/17/2018 12:39,10/17/2018 12:39,5 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
300,DNR_STORET,DISSOLVED OXYGEN FIELD,8.8,MG/L,,,10/17/2018 12:39,10/17/2018 12:39,5 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
400,DNR_STORET,PH FIELD,8.21,SU,,,10/17/2018 12:39,10/17/2018 12:39,5 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
94,DNR_STORET,CONDUCTIVITY FIELD,308.4,UMHOS/CM,,,10/17/2018 12:39,10/17/2018 12:39,5 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
10,DNR_STORET,TEMPERATURE FIELD,11.02,DEGREES C,,,10/17/2018 12:39,10/17/2018 12:39,6 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
300,DNR_STORET,DISSOLVED OXYGEN FIELD,8.82,MG/L,,,10/17/2018 12:39,10/17/2018 12:39,6 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
400,DNR_STORET,PH FIELD,8.22,SU,,,10/17/2018 12:39,10/17/2018 12:39,6 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
94,DNR_STORET,CONDUCTIVITY FIELD,308.4,UMHOS/CM,,,10/17/2018 12:39,10/17/2018 12:39,6 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
10,DNR_STORET,TEMPERATURE FIELD,10.98,DEGREES C,,,10/17/2018 12:39,10/17/2018 12:39,7 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
300,DNR_STORET,DISSOLVED OXYGEN FIELD,8.85,MG/L,,,10/17/2018 12:39,10/17/2018 12:39,7 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
400,DNR_STORET,PH FIELD,8.23,SU,,,10/17/2018 12:39,10/17/2018 12:39,7 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
94,DNR_STORET,CONDUCTIVITY FIELD,308.3,UMHOS/CM,,,10/17/2018 12:39,10/17/2018 12:39,7 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
49701,DNR_STORET,SECCHI DEPTH - FEET,9.02,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",10/16/2018 14:00,10/16/2018 14:00,,,,,,,,,,,,,10050786,,,,,,,,0,0,44.20713,-89.47346,,,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,,NA,,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,YES,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",10/16/2018 14:00,10/16/2018 14:00,,,,,,,,,,,,,10050786,,,,,,,,0,0,44.20713,-89.47346,,,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,,NA,,
90003,SWIMS,WATER LEVEL (VISUAL),HIGH,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",10/16/2018 14:00,10/16/2018 14:00,,,,,,,,,,,,,10050786,,,,,,,,0,0,44.20713,-89.47346,,,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,,NA,,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",10/16/2018 14:00,10/16/2018 14:00,,,,,,,,,,,,,10050786,,,,,,,,0,0,44.20713,-89.47346,,,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,,NA,,
90001,SWIMS,WATER COLOR (VISUAL),GREEN,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",10/16/2018 14:00,10/16/2018 14:00,,,,,,,,,,,,,10050786,,,,,,,,0,0,44.20713,-89.47346,,,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,,NA,,
90002,SWIMS,USER PERCEPTION OF WATER QUALITY,"1-Beautiful, could not be nicer",,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",10/16/2018 14:00,10/16/2018 14:00,,,,,,,,,,,,,10050786,,,,,,,,0,0,44.20713,-89.47346,,,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,,NA,,
32,DNR_STORET,CLOUD COVER,0,%,,,10/16/2018 14:00,10/16/2018 14:00,,,,,,,,,,,,,10050786,,,,,,,,0,0,44.20713,-89.47346,,,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,,NA,,
20,DNR_STORET,AMBIENT AIR TEMPERATURE - FIELD,11.11,DEGREES C,,,10/16/2018 14:00,10/16/2018 14:00,,,,,,,,,,,,,10050786,,,,,,,,0,0,44.20713,-89.47346,,,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,,NA,,
35,DNR_STORET,WIND VELOCITY (MILES PER HOUR),15,MPH,,,10/16/2018 14:00,10/16/2018 14:00,,,,,,,,,,,,,10050786,,,,,,,,0,0,44.20713,-89.47346,,,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,,NA,,
10,DNR_STORET,TEMPERATURE FIELD,8.78,DEGREES C,,,10/16/2018 14:00,10/16/2018 14:00,0 Meters,,,,,,,,,,,,10050786,,,,,,,,0,0,44.20713,-89.47346,,,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,,NA,,
300,DNR_STORET,DISSOLVED OXYGEN FIELD,7.04,MG/L,,,10/16/2018 14:00,10/16/2018 14:00,0 Meters,,,,,,,,,,,,10050786,,,,,,,,0,0,44.20713,-89.47346,,,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,,NA,,
400,DNR_STORET,PH FIELD,7.61,SU,,,10/16/2018 14:00,10/16/2018 14:00,0 Meters,,,,,,,,,,,,10050786,,,,,,,,0,0,44.20713,-89.47346,,,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,,NA,,
94,DNR_STORET,CONDUCTIVITY FIELD,312.6,UMHOS/CM,,,10/16/2018 14:00,10/16/2018 14:00,0 Meters,,,,,,,,,,,,10050786,,,,,,,,0,0,44.20713,-89.47346,,,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,,NA,,
10,DNR_STORET,TEMPERATURE FIELD,8.63,DEGREES C,,,10/16/2018 14:00,10/16/2018 14:00,.5 Meters,,,,,,,,,,,,10050786,,,,,,,,0,0,44.20713,-89.47346,,,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,,NA,,
300,DNR_STORET,DISSOLVED OXYGEN FIELD,7.05,MG/L,,,10/16/2018 14:00,10/16/2018 14:00,.5 Meters,,,,,,,,,,,,10050786,,,,,,,,0,0,44.20713,-89.47346,,,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,,NA,,
400,DNR_STORET,PH FIELD,7.62,SU,,,10/16/2018 14:00,10/16/2018 14:00,.5 Meters,,,,,,,,,,,,10050786,,,,,,,,0,0,44.20713,-89.47346,,,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,,NA,,
94,DNR_STORET,CONDUCTIVITY FIELD,315.7,UMHOS/CM,,,10/16/2018 14:00,10/16/2018 14:00,.5 Meters,,,,,,,,,,,,10050786,,,,,,,,0,0,44.20713,-89.47346,,,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,,NA,,
10,DNR_STORET,TEMPERATURE FIELD,8.28,DEGREES C,,,10/16/2018 14:00,10/16/2018 14:00,1 Meters,,,,,,,,,,,,10050786,,,,,,,,0,0,44.20713,-89.47346,,,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,,NA,,
300,DNR_STORET,DISSOLVED OXYGEN FIELD,7.47,MG/L,,,10/16/2018 14:00,10/16/2018 14:00,1 Meters,,,,,,,,,,,,10050786,,,,,,,,0,0,44.20713,-89.47346,,,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,,NA,,
400,DNR_STORET,PH FIELD,7.63,SU,,,10/16/2018 14:00,10/16/2018 14:00,1 Meters,,,,,,,,,,,,10050786,,,,,,,,0,0,44.20713,-89.47346,,,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,,NA,,
94,DNR_STORET,CONDUCTIVITY FIELD,320.2,UMHOS/CM,,,10/16/2018 14:00,10/16/2018 14:00,1 Meters,,,,,,,,,,,,10050786,,,,,,,,0,0,44.20713,-89.47346,,,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,,NA,,
10,DNR_STORET,TEMPERATURE FIELD,8.27,DEGREES C,,,10/16/2018 14:00,10/16/2018 14:00,1.5 Meters,,,,,,,,,,,,10050786,,,,,,,,0,0,44.20713,-89.47346,,,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,,NA,,
300,DNR_STORET,DISSOLVED OXYGEN FIELD,7.44,MG/L,,,10/16/2018 14:00,10/16/2018 14:00,1.5 Meters,,,,,,,,,,,,10050786,,,,,,,,0,0,44.20713,-89.47346,,,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,,NA,,
400,DNR_STORET,PH FIELD,7.64,SU,,,10/16/2018 14:00,10/16/2018 14:00,1.5 Meters,,,,,,,,,,,,10050786,,,,,,,,0,0,44.20713,-89.47346,,,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,,NA,,
94,DNR_STORET,CONDUCTIVITY FIELD,318.5,UMHOS/CM,,,10/16/2018 14:00,10/16/2018 14:00,1.5 Meters,,,,,,,,,,,,10050786,,,,,,,,0,0,44.20713,-89.47346,,,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,,NA,,
10,DNR_STORET,TEMPERATURE FIELD,8.11,DEGREES C,,,10/16/2018 14:00,10/16/2018 14:00,2 Meters,,,,,,,,,,,,10050786,,,,,,,,0,0,44.20713,-89.47346,,,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,,NA,,
955,DNR_STORET,"SILICA, DISSOLVED (MG/L AS SI02)",1.64,MG/L,,,08/22/2018 11:34,09/11/2018 12:29,,0 to 1.5 Meters,113133790,402763002,CATHERINE HEIN MICHALEA KROMREY ANDR,USGS I-2700-85,,,0.1,,0.32,,703032,161995950,1000800,LL082218,LL082218,CSLS,DEEP HOLE INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,44.20666,-89.45473,44.20666,-89.45473,08/22/2018,10/18/2018,703032,Long Lake (2009e17) Plainfield - Deep Hole,1000800,Long Lake,LAKE-DEEPEST SPOT,Fourteenmile Creek,Waushara,Central Wisconsin,WQ030
955,DNR_STORET,"SILICA, DISSOLVED (MG/L AS SI02)",3.02,MG/L,,,08/22/2018 13:10,09/11/2018 12:32,,0 to 6 Feet,113133790,402763003,CATHERINE HEIN MICHAELA KROMREY ANDR,USGS I-2700-85,,,0.1,,0.32,,703057,161995958,106900,PLES082218,PLES082218,CSLS,DEEP HOLE INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,43.98528,-89.55251,43.98528,-89.55251,08/22/2018,10/18/2018,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,Mecan River,Waushara,Upper Fox,WQ030
600,DNR_STORET,NITROGEN TOTAL,0.657,MG/L,,,08/22/2018 13:10,10/03/2018 11:39,,0 to 6 Feet,113133790,402763003,CATHERINE HEIN MICHAELA KROMREY ANDR,EPA 353.2,,,0.075,,0.25,,703057,161995958,106900,PLES082218,PLES082218,CSLS,DEEP HOLE INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,43.98528,-89.55251,43.98528,-89.55251,08/22/2018,10/18/2018,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,Mecan River,Waushara,Upper Fox,WQ030
99717,DNR_STORET,"CHLOROPHYLL A, FLUORESCENCE (WELSCHMAYER 1994)",1.44,ug/L,,,08/22/2018 13:10,09/18/2018 0:00,,0 to 6 Feet,113133790,402763003,CATHERINE HEIN MICHAELA KROMREY ANDR,EPA 445,,,0.26,,0.87,,703057,161995958,106900,PLES082218,PLES082218,CSLS,DEEP HOLE INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,43.98528,-89.55251,43.98528,-89.55251,08/22/2018,10/18/2018,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,Mecan River,Waushara,Upper Fox,WQ030
631,DNR_STORET,NITROGEN NO3+NO2 DISS (AS N),ND,MG/L,,,08/22/2018 13:10,09/14/2018 12:42,,0 to 6 Feet,113133790,402763003,CATHERINE HEIN MICHAELA KROMREY ANDR,EPA 353.2,,,0.036,,0.12,,703057,161995958,106900,PLES082218,PLES082218,CSLS,DEEP HOLE INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,43.98528,-89.55251,43.98528,-89.55251,08/22/2018,10/18/2018,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,Mecan River,Waushara,Upper Fox,WQ030
608,DNR_STORET,NITROGEN NH3-N DISS,0.0655,MG/L,,,08/22/2018 13:10,09/14/2018 12:42,,0 to 6 Feet,113133790,402763003,CATHERINE HEIN MICHAELA KROMREY ANDR,EPA 353.2,,,0.015,,0.048,,703057,161995958,106900,PLES082218,PLES082218,CSLS,DEEP HOLE INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,43.98528,-89.55251,43.98528,-89.55251,08/22/2018,10/18/2018,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,Mecan River,Waushara,Upper Fox,WQ030
945,DNR_STORET,SULFATE TOTAL,5.6,MG/L,,,08/22/2018 13:10,09/07/2018 11:52,,6.5 Meters,113133790,402763004,CATHERINE HEIN MICHALA KROMREY ANDR,EPA 375.2,,,4.7,,15,,703057,162004555,106900,2PLES082218,2PLES082218,CSLS,DEEP HOLE KEMMERER,PLEASANT LAKE-DEEP HOLE,43.98528,-89.55251,43.98528,-89.55251,08/22/2018,10/18/2018,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,Mecan River,Waushara,Upper Fox,WQ030
980,DNR_STORET,IRON TOTAL RECOVERABLE,ND,MG/L,,,08/22/2018 13:10,08/28/2018 10:57,,6.5 Meters,113133790,402763004,CATHERINE HEIN MICHALA KROMREY ANDR,EPA 200.7,,,0.1,,0.3,,703057,162004555,106900,2PLES082218,2PLES082218,CSLS,DEEP HOLE KEMMERER,PLEASANT LAKE-DEEP HOLE,43.98528,-89.55251,43.98528,-89.55251,08/22/2018,10/18/2018,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,Mecan River,Waushara,Upper Fox,WQ030
1123,DNR_STORET,"MANGANESE, TOTAL RECOVERABLE",14.2,ug/L,,,08/22/2018 13:10,08/28/2018 10:57,,6.5 Meters,113133790,402763004,CATHERINE HEIN MICHALA KROMREY ANDR,EPA 200.7,,,1,,3,,703057,162004555,106900,2PLES082218,2PLES082218,CSLS,DEEP HOLE KEMMERER,PLEASANT LAKE-DEEP HOLE,43.98528,-89.55251,43.98528,-89.55251,08/22/2018,10/18/2018,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,Mecan River,Waushara,Upper Fox,WQ030
665,DNR_STORET,PHOSPHORUS TOTAL,0.0135,MG/L,,,08/22/2018 13:10,08/31/2018 11:12,,6.5 Meters,113133790,402763004,CATHERINE HEIN MICHALA KROMREY ANDR,EPA 365.1,,,0.005,,0.016,,703057,162004555,106900,2PLES082218,2PLES082218,CSLS,DEEP HOLE KEMMERER,PLEASANT LAKE-DEEP HOLE,43.98528,-89.55251,43.98528,-89.55251,08/22/2018,10/18/2018,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,Mecan River,Waushara,Upper Fox,WQ030
955,DNR_STORET,"SILICA, DISSOLVED (MG/L AS SI02)",8.43,MG/L,,,08/22/2018 10:10,09/11/2018 12:26,,0 to 1.5 Meters,113133790,402763001,CATHERINE HEIN MICHAELA KROMREY ANDR,USGS I-2700-85,,,0.1,,0.32,,10050786,161995954,1012500,PFL082218,PFL082218,CSLS,DEEP HOLE/INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,44.20713,-89.47346,44.20713,-89.47346,08/22/2018,10/18/2018,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,Fourteenmile Creek,Waushara,Central Wisconsin,WQ030
608,DNR_STORET,NITROGEN NH3-N DISS,0.18,MG/L,,,08/22/2018 10:10,09/14/2018 12:39,,0 to 1.5 Meters,113133790,402763001,CATHERINE HEIN MICHAELA KROMREY ANDR,EPA 350.1,,,0.015,,0.048,,10050786,161995954,1012500,PFL082218,PFL082218,CSLS,DEEP HOLE/INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,44.20713,-89.47346,44.20713,-89.47346,08/22/2018,10/18/2018,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,Fourteenmile Creek,Waushara,Central Wisconsin,WQ030
600,DNR_STORET,NITROGEN TOTAL,0.848,MG/L,,,08/22/2018 10:10,09/27/2018 14:04,,0 to 1.5 Meters,113133790,402763001,CATHERINE HEIN MICHAELA KROMREY ANDR,EPA 353.2,,,0.075,,0.25,,10050786,161995954,1012500,PFL082218,PFL082218,CSLS,DEEP HOLE/INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,44.20713,-89.47346,44.20713,-89.47346,08/22/2018,10/18/2018,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,Fourteenmile Creek,Waushara,Central Wisconsin,WQ030
99717,DNR_STORET,"CHLOROPHYLL A, FLUORESCENCE (WELSCHMAYER 1994)",0.777,ug/L,,,08/22/2018 10:10,09/18/2018 0:00,,0 to 1.5 Meters,113133790,402763001,CATHERINE HEIN MICHAELA KROMREY ANDR,EPA 445,,,0.26,,0.87,,10050786,161995954,1012500,PFL082218,PFL082218,CSLS,DEEP HOLE/INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,44.20713,-89.47346,44.20713,-89.47346,08/22/2018,10/18/2018,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,Fourteenmile Creek,Waushara,Central Wisconsin,WQ030
